Main Category, Event Name, Event Day and Date, Event Time, Event Location, Event Participant Name, Event Participant Score
C-1 - 200m Female,Heat 1,"Friday, August 11, 2017",09:00,Manitoba Canoe & Kayak Centre,Rowan Hardy-Kavanagh,52.35
C-1 - 200m Female,Heat 1,"Friday, August 11, 2017",09:00,Manitoba Canoe & Kayak Centre,Nicole Boyle,54.61
C-1 - 200m Female,Heat 1,"Friday, August 11, 2017",09:00,Manitoba Canoe & Kayak Centre,Zoey Bourgeois,53.94
C-1 - 200m Female,Heat 1,"Friday, August 11, 2017",09:00,Manitoba Canoe & Kayak Centre,Sam Loutet,56.65
C-1 - 200m Female,Heat 2,"Friday, August 11, 2017",09:05,Manitoba Canoe & Kayak Centre,Anne-Sophie Lavoie-Parent,52.66
C-1 - 200m Female,Heat 2,"Friday, August 11, 2017",09:05,Manitoba Canoe & Kayak Centre,Erin Ung,1:02.90
C-1 - 200m Female,Heat 2,"Friday, August 11, 2017",09:05,Manitoba Canoe & Kayak Centre,Nicole Jessop,53.09
C-1 - 200m Female,Heat 2,"Friday, August 11, 2017",09:05,Manitoba Canoe & Kayak Centre,Maeve McManus,1:14.29
C-1 - 200m Female,Consolation Final,"Friday, August 11, 2017",11:00,Manitoba Canoe & Kayak Centre,Sam Loutet,59.80
C-1 - 200m Female,Consolation Final,"Friday, August 11, 2017",11:00,Manitoba Canoe & Kayak Centre,Maeve McManus,1:13.81
C-1 - 200m Female,Consolation Final,"Friday, August 11, 2017",11:00,Manitoba Canoe & Kayak Centre,Erin Ung,1:03.80
C-1 - 200m Female,Final,"Friday, August 11, 2017",11:05,Manitoba Canoe & Kayak Centre,Anne-Sophie Lavoie-Parent,51.46
C-1 - 200m Female,Final,"Friday, August 11, 2017",11:05,Manitoba Canoe & Kayak Centre,Rowan Hardy-Kavanagh,52.72
C-1 - 200m Female,Final,"Friday, August 11, 2017",11:05,Manitoba Canoe & Kayak Centre,Zoey Bourgeois,55.87
C-1 - 200m Female,Final,"Friday, August 11, 2017",11:05,Manitoba Canoe & Kayak Centre,Nicole Jessop,52.19
C-1 - 200m Female,Final,"Friday, August 11, 2017",11:05,Manitoba Canoe & Kayak Centre,Nicole Boyle,55.41
C-1 - 200m Male,Heat 1,"Thursday, August 10, 2017",09:10,Manitoba Canoe & Kayak Centre,Brady Garcia,41.38
C-1 - 200m Male,Heat 1,"Thursday, August 10, 2017",09:10,Manitoba Canoe & Kayak Centre,Sam Stevens,45.05
C-1 - 200m Male,Heat 1,"Thursday, August 10, 2017",09:10,Manitoba Canoe & Kayak Centre,Connor Fitzpatrick,43.32
C-1 - 200m Male,Heat 2,"Thursday, August 10, 2017",09:15,Manitoba Canoe & Kayak Centre,Philippe Laliberé,42.57
C-1 - 200m Male,Heat 2,"Thursday, August 10, 2017",09:15,Manitoba Canoe & Kayak Centre,Isaac T Finkelstein,44.83
C-1 - 200m Male,Heat 2,"Thursday, August 10, 2017",09:15,Manitoba Canoe & Kayak Centre,Alexander Demishkevich,43.74
C-1 - 200m Male,Final,"Thursday, August 10, 2017",13:15,Manitoba Canoe & Kayak Centre,Brady Garcia,39.42
C-1 - 200m Male,Final,"Thursday, August 10, 2017",13:15,Manitoba Canoe & Kayak Centre,Philippe Laliberé,41.52
C-1 - 200m Male,Final,"Thursday, August 10, 2017",13:15,Manitoba Canoe & Kayak Centre,Isaac T Finkelstein,43.84
C-1 - 200m Male,Final,"Thursday, August 10, 2017",13:15,Manitoba Canoe & Kayak Centre,Connor Fitzpatrick,40.32
C-1 - 200m Male,Final,"Thursday, August 10, 2017",13:15,Manitoba Canoe & Kayak Centre,Alexander Demishkevich,42.72
C-1 - 500m Female,Heat 1,"Monday, August 7, 2017",09:00,Manitoba Canoe & Kayak Centre,Jillian Perrone,2:30.64
C-1 - 500m Female,Heat 1,"Monday, August 7, 2017",09:00,Manitoba Canoe & Kayak Centre,Anna Zhang,2:50.46
C-1 - 500m Female,Heat 1,"Monday, August 7, 2017",09:00,Manitoba Canoe & Kayak Centre,Nicole Jessop,2:30.72
C-1 - 500m Female,Heat 1,"Monday, August 7, 2017",09:00,Manitoba Canoe & Kayak Centre,Olivia Patton,3:15.36
C-1 - 500m Female,Heat 2,"Monday, August 7, 2017",09:06,Manitoba Canoe & Kayak Centre,Anne-Sophie Lavoie-Parent,2:31.97
C-1 - 500m Female,Heat 2,"Monday, August 7, 2017",09:06,Manitoba Canoe & Kayak Centre,Zoey Bourgeois,2:41.52
C-1 - 500m Female,Heat 2,"Monday, August 7, 2017",09:06,Manitoba Canoe & Kayak Centre,Maddy Mitchell,2:32.97
C-1 - 500m Female,Heat 2,"Monday, August 7, 2017",09:06,Manitoba Canoe & Kayak Centre,Maeve McManus,3:18.88
C-1 - 500m Female,Consolation Final,"Monday, August 7, 2017",13:00,Manitoba Canoe & Kayak Centre,Anna Zhang,2:53.81
C-1 - 500m Female,Consolation Final,"Monday, August 7, 2017",13:00,Manitoba Canoe & Kayak Centre,Maeve McManus,3:27.91
C-1 - 500m Female,Consolation Final,"Monday, August 7, 2017",13:00,Manitoba Canoe & Kayak Centre,Olivia Patton,3:23.59
C-1 - 500m Female,Final,"Monday, August 7, 2017",13:06,Manitoba Canoe & Kayak Centre,Anne-Sophie Lavoie-Parent,2:26.91
C-1 - 500m Female,Final,"Monday, August 7, 2017",13:06,Manitoba Canoe & Kayak Centre,Nicole Jessop,2:27.63
C-1 - 500m Female,Final,"Monday, August 7, 2017",13:06,Manitoba Canoe & Kayak Centre,Zoey Bourgeois,2:40.05
C-1 - 500m Female,Final,"Monday, August 7, 2017",13:06,Manitoba Canoe & Kayak Centre,Jillian Perrone,2:27.58
C-1 - 500m Female,Final,"Monday, August 7, 2017",13:06,Manitoba Canoe & Kayak Centre,Maddy Mitchell,2:29.71
C-1 - 500m Male,Heat 1,"Monday, August 7, 2017",09:36,Manitoba Canoe & Kayak Centre,Connor Fitzpatrick,2:02.60
C-1 - 500m Male,Heat 1,"Monday, August 7, 2017",09:36,Manitoba Canoe & Kayak Centre,Sam Stevens,2:11.70
C-1 - 500m Male,Heat 1,"Monday, August 7, 2017",09:36,Manitoba Canoe & Kayak Centre,Clément Bouchard,2:05.79
C-1 - 500m Male,Heat 2,"Monday, August 7, 2017",09:42,Manitoba Canoe & Kayak Centre,Brady Garcia,2:05.32
C-1 - 500m Male,Heat 2,"Monday, August 7, 2017",09:42,Manitoba Canoe & Kayak Centre,Ydris Hunter,2:10.67
C-1 - 500m Male,Heat 2,"Monday, August 7, 2017",09:42,Manitoba Canoe & Kayak Centre,Isaac T Finkelstein,2:07.86
C-1 - 500m Male,Final,"Monday, August 7, 2017",15:26,Manitoba Canoe & Kayak Centre,Connor Fitzpatrick,2:06.24
C-1 - 500m Male,Final,"Monday, August 7, 2017",15:26,Manitoba Canoe & Kayak Centre,Brady Garcia,2:10.01
C-1 - 500m Male,Final,"Monday, August 7, 2017",15:26,Manitoba Canoe & Kayak Centre,Ydris Hunter,2:22.78
C-1 - 500m Male,Final,"Monday, August 7, 2017",15:26,Manitoba Canoe & Kayak Centre,Clément Bouchard,2:08.44
C-1 - 500m Male,Final,"Monday, August 7, 2017",15:26,Manitoba Canoe & Kayak Centre,Isaac T Finkelstein,2:15.23
C-1 - 1000m Female,Heat 1,"Tuesday, August 8, 2017",09:32,Manitoba Canoe & Kayak Centre,Lindsay Irwin,4:56.32
C-1 - 1000m Female,Heat 1,"Tuesday, August 8, 2017",09:32,Manitoba Canoe & Kayak Centre,Zoë Keefe,5:37.55
C-1 - 1000m Female,Heat 1,"Tuesday, August 8, 2017",09:32,Manitoba Canoe & Kayak Centre,Maddy Mitchell,5:02.51
C-1 - 1000m Female,Heat 1,"Tuesday, August 8, 2017",09:32,Manitoba Canoe & Kayak Centre,Maeve McManus,6:01.66
C-1 - 1000m Female,Heat 2,"Tuesday, August 8, 2017",09:40,Manitoba Canoe & Kayak Centre,Sophia Jensen,4:45.91
C-1 - 1000m Female,Heat 2,"Tuesday, August 8, 2017",09:40,Manitoba Canoe & Kayak Centre,Sam Loutet,4:57.23
C-1 - 1000m Female,Heat 2,"Tuesday, August 8, 2017",09:40,Manitoba Canoe & Kayak Centre,Marlee Dawn MacIntosh,4:47.96
C-1 - 1000m Female,Heat 2,"Tuesday, August 8, 2017",09:40,Manitoba Canoe & Kayak Centre,Tea Elizabeth Anaka,5:05.82
C-1 - 1000m Female,Consolation Final,"Tuesday, August 8, 2017",13:32,Manitoba Canoe & Kayak Centre,Tea Elizabeth Anaka,5:09.65
C-1 - 1000m Female,Consolation Final,"Tuesday, August 8, 2017",13:32,Manitoba Canoe & Kayak Centre,Maeve McManus,6:17.54
C-1 - 1000m Female,Consolation Final,"Tuesday, August 8, 2017",13:32,Manitoba Canoe & Kayak Centre,Zoë Keefe,5:42.17
C-1 - 1000m Female,Final,"Tuesday, August 8, 2017",13:40,Manitoba Canoe & Kayak Centre,Sophia Jensen,4:37.87
C-1 - 1000m Female,Final,"Tuesday, August 8, 2017",13:40,Manitoba Canoe & Kayak Centre,Maddy Mitchell,4:45.63
C-1 - 1000m Female,Final,"Tuesday, August 8, 2017",13:40,Manitoba Canoe & Kayak Centre,Sam Loutet,4:58.01
C-1 - 1000m Female,Final,"Tuesday, August 8, 2017",13:40,Manitoba Canoe & Kayak Centre,Marlee Dawn MacIntosh,4:45.28
C-1 - 1000m Female,Final,"Tuesday, August 8, 2017",13:40,Manitoba Canoe & Kayak Centre,Lindsay Irwin,4:53.14
C-1 - 1000m Male,Heat 1,"Tuesday, August 8, 2017",09:16,Manitoba Canoe & Kayak Centre,Sam Pennyfather,4:13.39
C-1 - 1000m Male,Heat 1,"Tuesday, August 8, 2017",09:16,Manitoba Canoe & Kayak Centre,Ydris Hunter,4:25.32
C-1 - 1000m Male,Heat 1,"Tuesday, August 8, 2017",09:16,Manitoba Canoe & Kayak Centre,Robin Kendall,4:21.22
C-1 - 1000m Male,Heat 2,"Tuesday, August 8, 2017",09:24,Manitoba Canoe & Kayak Centre,Connor Fitzpatrick,4:08.65
C-1 - 1000m Male,Heat 2,"Tuesday, August 8, 2017",09:24,Manitoba Canoe & Kayak Centre,Sam Stevens,4:19.56
C-1 - 1000m Male,Heat 2,"Tuesday, August 8, 2017",09:24,Manitoba Canoe & Kayak Centre,Foster Isaiah Salpeter,4:11.71
C-1 - 1000m Male,Final,"Tuesday, August 8, 2017",13:24,Manitoba Canoe & Kayak Centre,Connor Fitzpatrick,3:56.59
C-1 - 1000m Male,Final,"Tuesday, August 8, 2017",13:24,Manitoba Canoe & Kayak Centre,Foster Isaiah Salpeter,4:04.51
C-1 - 1000m Male,Final,"Tuesday, August 8, 2017",13:24,Manitoba Canoe & Kayak Centre,Robin Kendall,4:19.56
C-1 - 1000m Male,Final,"Tuesday, August 8, 2017",13:24,Manitoba Canoe & Kayak Centre,Sam Pennyfather,4:00.18
C-1 - 1000m Male,Final,"Tuesday, August 8, 2017",13:24,Manitoba Canoe & Kayak Centre,Sam Stevens,4:13.47
C-1 - 5000m Female,Final,"Friday, August 11, 2017",14:20,Manitoba Canoe & Kayak Centre,Marlee Dawn MacIntosh,24:49.24
C-1 - 5000m Female,Final,"Friday, August 11, 2017",14:20,Manitoba Canoe & Kayak Centre,Sophia Jensen,25:41.09
C-1 - 5000m Female,Final,"Friday, August 11, 2017",14:20,Manitoba Canoe & Kayak Centre,Kate Pennyfather,26:20.27
C-1 - 5000m Female,Final,"Friday, August 11, 2017",14:20,Manitoba Canoe & Kayak Centre,Olivia Patton,31:52.84
C-1 - 5000m Female,Final,"Friday, August 11, 2017",14:20,Manitoba Canoe & Kayak Centre,Maddy Mitchell,25:11.45
C-1 - 5000m Female,Final,"Friday, August 11, 2017",14:20,Manitoba Canoe & Kayak Centre,Tea Elizabeth Anaka,25:47.12
C-1 - 5000m Female,Final,"Friday, August 11, 2017",14:20,Manitoba Canoe & Kayak Centre,Anna Zhang,27:32.25
C-1 - 5000m Male,Final,"Friday, August 11, 2017",16:00,Manitoba Canoe & Kayak Centre,Bret Himmelman,21:12.89
C-1 - 5000m Male,Final,"Friday, August 11, 2017",16:00,Manitoba Canoe & Kayak Centre,Sam Stevens,22:19.01
C-1 - 5000m Male,Final,"Friday, August 11, 2017",16:00,Manitoba Canoe & Kayak Centre,Robin Kendall,23:19.87
C-1 - 5000m Male,Final,"Friday, August 11, 2017",16:00,Manitoba Canoe & Kayak Centre,Sam Pennyfather,21:36.74
C-1 - 5000m Male,Final,"Friday, August 11, 2017",16:00,Manitoba Canoe & Kayak Centre,Clément Bouchard,23:14.85
C-1 - 5000m Male,Final,"Friday, August 11, 2017",16:00,Manitoba Canoe & Kayak Centre,Ydris Hunter,23:20.62
C-2 - 200m Female,Heat 1,"Thursday, August 10, 2017",09:20,Manitoba Canoe & Kayak Centre,ON,45.673
C-2 - 200m Female,Heat 1,"Thursday, August 10, 2017",09:20,Manitoba Canoe & Kayak Centre,BC,52.016
C-2 - 200m Female,Heat 1,"Thursday, August 10, 2017",09:20,Manitoba Canoe & Kayak Centre,MB,48.176
C-2 - 200m Female,Heat 1,"Thursday, August 10, 2017",09:20,Manitoba Canoe & Kayak Centre,YT.,DSQ
C-2 - 200m Female,Heat 2,"Thursday, August 10, 2017",09:25,Manitoba Canoe & Kayak Centre,QC,46.803
C-2 - 200m Female,Heat 2,"Thursday, August 10, 2017",09:25,Manitoba Canoe & Kayak Centre,SK,50.079
C-2 - 200m Female,Heat 2,"Thursday, August 10, 2017",09:25,Manitoba Canoe & Kayak Centre,NS,48.099
C-2 - 200m Female,Heat 2,"Thursday, August 10, 2017",09:25,Manitoba Canoe & Kayak Centre,AB,DSQ
C-2 - 200m Female,Final,"Thursday, August 10, 2017",13:25,Manitoba Canoe & Kayak Centre,ON,44.572
C-2 - 200m Female,Final,"Thursday, August 10, 2017",13:25,Manitoba Canoe & Kayak Centre,MB,46.701
C-2 - 200m Female,Final,"Thursday, August 10, 2017",13:25,Manitoba Canoe & Kayak Centre,SK,49.737
C-2 - 200m Female,Final,"Thursday, August 10, 2017",13:25,Manitoba Canoe & Kayak Centre,QC,46.383
C-2 - 200m Female,Final,"Thursday, August 10, 2017",13:25,Manitoba Canoe & Kayak Centre,NS,46.935
C-2 - 200m Male,Heat 1,"Friday, August 11, 2017",09:30,Manitoba Canoe & Kayak Centre,AB,41.137
C-2 - 200m Male,Heat 1,"Friday, August 11, 2017",09:30,Manitoba Canoe & Kayak Centre,MB,47.403
C-2 - 200m Male,Heat 1,"Friday, August 11, 2017",09:30,Manitoba Canoe & Kayak Centre,NS,41.929
C-2 - 200m Male,Heat 2,"Friday, August 11, 2017",09:35,Manitoba Canoe & Kayak Centre,QC,42.820
C-2 - 200m Male,Heat 2,"Friday, August 11, 2017",09:35,Manitoba Canoe & Kayak Centre,BC,44.672
C-2 - 200m Male,Heat 2,"Friday, August 11, 2017",09:35,Manitoba Canoe & Kayak Centre,ON,43.728
C-2 - 200m Male,Final,"Friday, August 11, 2017",11:35,Manitoba Canoe & Kayak Centre,AB,38.667
C-2 - 200m Male,Final,"Friday, August 11, 2017",11:35,Manitoba Canoe & Kayak Centre,NS,40.379
C-2 - 200m Male,Final,"Friday, August 11, 2017",11:35,Manitoba Canoe & Kayak Centre,BC,43.435
C-2 - 200m Male,Final,"Friday, August 11, 2017",11:35,Manitoba Canoe & Kayak Centre,QC,40.227
C-2 - 200m Male,Final,"Friday, August 11, 2017",11:35,Manitoba Canoe & Kayak Centre,ON,41.527
C-2 - 500m Female,Heat 1,"Thursday, August 10, 2017",10:30,Manitoba Canoe & Kayak Centre,ON,2:02.655
C-2 - 500m Female,Heat 1,"Thursday, August 10, 2017",10:30,Manitoba Canoe & Kayak Centre,BC,2:18.513
C-2 - 500m Female,Heat 1,"Thursday, August 10, 2017",10:30,Manitoba Canoe & Kayak Centre,NS,2:13.079
C-2 - 500m Female,Heat 1,"Thursday, August 10, 2017",10:30,Manitoba Canoe & Kayak Centre,YT,2:42.635
C-2 - 500m Female,Heat 2,"Thursday, August 10, 2017",10:36,Manitoba Canoe & Kayak Centre,QC,2:07.216
C-2 - 500m Female,Heat 2,"Thursday, August 10, 2017",10:36,Manitoba Canoe & Kayak Centre,SK,2:13.558
C-2 - 500m Female,Heat 2,"Thursday, August 10, 2017",10:36,Manitoba Canoe & Kayak Centre,MB,2:08.639
C-2 - 500m Female,Heat 2,"Thursday, August 10, 2017",10:36,Manitoba Canoe & Kayak Centre,AB,2:37.440
C-2 - 500m Female,Consolation Final,"Thursday, August 10, 2017",14:30,Manitoba Canoe & Kayak Centre,BC,2:15.655
C-2 - 500m Female,Consolation Final,"Thursday, August 10, 2017",14:30,Manitoba Canoe & Kayak Centre,YT,2:34.843
C-2 - 500m Female,Consolation Final,"Thursday, August 10, 2017",14:30,Manitoba Canoe & Kayak Centre,AB,2:30.307
C-2 - 500m Female,Final,"Thursday, August 10, 2017",14:36,Manitoba Canoe & Kayak Centre,ON,2:01.684
C-2 - 500m Female,Final,"Thursday, August 10, 2017",14:36,Manitoba Canoe & Kayak Centre,NS,2:07.727
C-2 - 500m Female,Final,"Thursday, August 10, 2017",14:36,Manitoba Canoe & Kayak Centre,SK,2:16.057
C-2 - 500m Female,Final,"Thursday, August 10, 2017",14:36,Manitoba Canoe & Kayak Centre,QC,2:02.963
C-2 - 500m Female,Final,"Thursday, August 10, 2017",14:36,Manitoba Canoe & Kayak Centre,MB,2:08.625
C-2 - 500m Male,Heat 1,"Tuesday, August 8, 2017",10:42,Manitoba Canoe & Kayak Centre,QC,1:49.120
C-2 - 500m Male,Heat 1,"Tuesday, August 8, 2017",10:42,Manitoba Canoe & Kayak Centre,BC,2:07.490
C-2 - 500m Male,Heat 1,"Tuesday, August 8, 2017",10:42,Manitoba Canoe & Kayak Centre,NS,1:49.780
C-2 - 500m Male,Heat 2,"Tuesday, August 8, 2017",10:48,Manitoba Canoe & Kayak Centre,AB,1:49.690
C-2 - 500m Male,Heat 2,"Tuesday, August 8, 2017",10:48,Manitoba Canoe & Kayak Centre,MB,1:59.630
C-2 - 500m Male,Heat 2,"Tuesday, August 8, 2017",10:48,Manitoba Canoe & Kayak Centre,ON,1:55.490
C-2 - 500m Male,Final,"Tuesday, August 8, 2017",14:48,Manitoba Canoe & Kayak Centre,AB,1:44.767
C-2 - 500m Male,Final,"Tuesday, August 8, 2017",14:48,Manitoba Canoe & Kayak Centre,NS,1:49.244
C-2 - 500m Male,Final,"Tuesday, August 8, 2017",14:48,Manitoba Canoe & Kayak Centre,MB,2:01.634
C-2 - 500m Male,Final,"Tuesday, August 8, 2017",14:48,Manitoba Canoe & Kayak Centre,QC,1:46.078
C-2 - 500m Male,Final,"Tuesday, August 8, 2017",14:48,Manitoba Canoe & Kayak Centre,ON,1:53.315
C-2 - 1000m Female,Heat 1,"Monday, August 7, 2017",10:30,Manitoba Canoe & Kayak Centre,ON,4:48.190
C-2 - 1000m Female,Heat 1,"Monday, August 7, 2017",10:30,Manitoba Canoe & Kayak Centre,AB,5:44.750
C-2 - 1000m Female,Heat 1,"Monday, August 7, 2017",10:30,Manitoba Canoe & Kayak Centre,MB,4:49.330
C-2 - 1000m Female,Heat 1,"Monday, August 7, 2017",10:30,Manitoba Canoe & Kayak Centre,YT,6:02.540
C-2 - 1000m Female,Heat 2,"Monday, August 7, 2017",10:38,Manitoba Canoe & Kayak Centre,QC,4:44.150
C-2 - 1000m Female,Heat 2,"Monday, August 7, 2017",10:38,Manitoba Canoe & Kayak Centre,SK,5:03.900
C-2 - 1000m Female,Heat 2,"Monday, August 7, 2017",10:38,Manitoba Canoe & Kayak Centre,NS,4:51.160
C-2 - 1000m Female,Heat 2,"Monday, August 7, 2017",10:38,Manitoba Canoe & Kayak Centre,BC,5:23.780
C-2 - 1000m Female,Consolation Final,"Monday, August 7, 2017",14:30,Manitoba Canoe & Kayak Centre,BC,6:01.880
C-2 - 1000m Female,Consolation Final,"Monday, August 7, 2017",14:30,Manitoba Canoe & Kayak Centre,YT,6:49.500
C-2 - 1000m Female,Consolation Final,"Monday, August 7, 2017",14:30,Manitoba Canoe & Kayak Centre,AB,6:20.830
C-2 - 1000m Female,Final,"Monday, August 7, 2017",14:38,Manitoba Canoe & Kayak Centre,QC,4:25.720
C-2 - 1000m Female,Final,"Monday, August 7, 2017",14:38,Manitoba Canoe & Kayak Centre,ON,4:34.680
C-2 - 1000m Female,Final,"Monday, August 7, 2017",14:38,Manitoba Canoe & Kayak Centre,SK,4:57.320
C-2 - 1000m Female,Final,"Monday, August 7, 2017",14:38,Manitoba Canoe & Kayak Centre,MB,4:33.060
C-2 - 1000m Female,Final,"Monday, August 7, 2017",14:38,Manitoba Canoe & Kayak Centre,NS,4:35.470
C-2 - 1000m Male,Heat 1,"Monday, August 7, 2017",11:18,Manitoba Canoe & Kayak Centre,AB,4:10.290
C-2 - 1000m Male,Heat 1,"Monday, August 7, 2017",11:18,Manitoba Canoe & Kayak Centre,MB,4:29.050
C-2 - 1000m Male,Heat 1,"Monday, August 7, 2017",11:18,Manitoba Canoe & Kayak Centre,ON,4:12.170
